image,pair,cos_last,cos_third,cos_fifth
0,tibia_femur,0.8732472658157349,0.7518168091773987,0.4379090368747711
0,tibia_background,0.7949821949005127,0.7694136500358582,0.6511960029602051
0,femur_background,0.8044126629829407,0.7274848818778992,0.47839444875717163
